AA00001,"データを読み込んでから実施してください。"
AL10009,"稼働率には整数を入力してください。"
AL10010,"稼働時間／日に数値を入力してください。"
AL10011,"工場コードが未設定です。"
AL10012,"稼動率には0以下の値は入力できません。"
AL10013,"稼働時間／日には0以下の値は入力できません。"
AL10014,"稼動時間／日に精度を超えた値が入力されています。"
AL10015,"制約工程名が未入力です。"
AL20002,"着手アイドルタイムには0未満の値は入力できません。"
AL20003,"個当たり負荷量には0以下の値は入力できません。"
AL20004,"リードタイムには0以下の値は入力できません。"
AL20005,"着手アイドルタイムには数値を入力してください。"
AL20006,"個当たり負荷量には数値を入力してください。"
AL20007,"リードタイムには数値を入力してください。"
AL20009,"制約工程が存在しません。"
AL20010,"すでに存在しているデータです。再試行してください。"
AL20011,"リードタイムには整数を入力してください。"
AL20012,"着手アイドルタイムには整数を入力してください。"
AL20013,"着手アイドルタイムには0以下の値は入力できません。"
AL20014,"個当たり負荷量に精度を超えた値が入力されています。"
AL30001,"共通の入力パラメータが誤っています。"
AL30002,"固有の入力パラメータが誤っています。"
AL30003,"自社データが存在しません。"
AL30004,"工場データが存在しません。"
AL30005,"構成区別キーが取得できません。"
AL30006,"ストアドプロシージャ実行時エラー。"
AL30007,"エラーが発生しました。詳細はトレースログを参照してください。"
AL40004,"選択されたグラフ表示期間Fromが取得できません。"
AL40005,"選択されたグラフ表示期間Toが取得できません。"
AL40006,"選択されたグラフ表示期間From-Toに矛盾があります。"
AL40007,"期間(From～To)のカレンダマスタがありません。"
AL40008,"グラフパラメータが存在しません。デフォルト値を使用します。"
AL40009,"検索条件が変更されています。再施行してください。"
AL40010,"プロパティファイルの読み込みに失敗しました。"
AL40011,"期間(From)をYYYY/MM/DDの日付形式で入力してください。"
AL40012,"期間(To)をYYYY/MM/DDの日付形式で入力してください。"
AL40013,"グラフの生成に失敗しました。"
AL50002,"製番が入力されていません。"
AL50003,"品目番号が入力されていません。"
AL50004,"品目番号がマスタに存在しません。"
AL50005,"納期が入力されていません。"
AL50006,"手配量が入力されていません。"
AL50007,"手配量には数値を入力してください。"
AL50008,"負荷計算期間データが存在しません。"
AL50009,"負荷計算バッチが異常終了しました。"
AL50010,"手配数には0以下の値は入力できません。"
AL50011,"納期(From)をYYYY/MM/DDの日付形式で入力してください。"
AL50012,"納期(To)をYYYY/MM/DDの日付形式で入力してください。"
AL50013,"納期(From～To)に矛盾があります。"
AL50014,"納期をYYYY/MM/DDの日付形式で入力してください。"
AL50015,"製造納期には過去日は指定できません。"
AL50016,"手配数に精度を超えた値が入力されています。"
AL50017,"製造納期に180日より未来日の指定はできません。"
AL60001,"工場コードが不正です。"
AL60002,"業務運用日が存在しません。"
AL60003,"負荷山積み対象期間が不正です。"
AL60004,"引数が不足しています。"
AL60005,"制約工程のリードタイムが0です。"
AL60006,"資源マスタが存在しません。"
AL60007,"負荷明細識別番号を取得できません。"
AL60008,"カレンダが不足しています。"
AL60009,"負荷明細データが取得できません。"
AL60010,"日付に過去日は指定できません。"
AL60011,"山積み期間に150日より未来日の指定はできません。"
AL60012,"山積み期間(From)をYYYY/MM/DDの日付形式で入力してください。"
AL60013,"山積み期間(To)をYYYY/MM/DDの日付形式で入力してください。"
AL60014,"山積み期間(From～To)に矛盾があります。"
AL60015,"山積み期間(From)には過去日は指定できません。"
AL60016,"山積み期間(To)には過去日は指定できません。"
AL99999,"DBエラー。"
AN00001,"工場コードが存在しません。"
AN00002,"DBエラー。"
AN01001,"システム標準のデータを変更します。よろしいですか？"
AN01002,"業務ロック元が存在しません。"
AN01003,"業務ロック元が未入力です。"
AN02001,"負荷量軸最大値が未入力です。"
AN02002,"負荷量罫線表示スパンが未入力です。"
AN02003,"最高負荷率が未入力です。"
AN02004,"標準負荷率が未入力です。"
AN02005,"最低負荷率が未入力です。"
AN02006,"背景色_Rが未入力です。"
AN02007,"背景色_Gが未入力です。"
AN02008,"背景色_Bが未入力です。"
AN02009,"グラフ色0_Rが未入力です。"
AN02010,"グラフ色0_Gが未入力です。"
AN02011,"グラフ色0_Bが未入力です。"
AN02012,"グラフ色1_Rが未入力です。"
AN02013,"グラフ色1_Gが未入力です。"
AN02014,"グラフ色1_Bが未入力です。"
AN02015,"グラフ色2_Rが未入力です。"
AN02016,"グラフ色2_Gが未入力です。"
AN02017,"グラフ色2_Bが未入力です。"
AN02018,"グラフ色9_Rが未入力です。"
AN02019,"グラフ色9_Gが未入力です。"
AN02020,"グラフ色9_Bが未入力です。"
AN02021,"最高負荷色_Rが未入力です。"
AN02022,"最高負荷色_Gが未入力です。"
AN02023,"最高負荷色_Bが未入力です。"
AN02024,"標準負荷色_Rが未入力です。"
AN02025,"標準負荷色_Gが未入力です。"
AN02026,"標準負荷色_Bが未入力です。"
AN02027,"最低負荷色_Rが未入力です。"
AN02028,"最低負荷色_Gが未入力です。"
AN02029,"最低負荷色_Bが未入力です。"
AN02030,"負荷量軸最大値に0より大きい数値を入力してください。"
AN02031,"負荷量罫線表示スパンに1以上の整数を入力してください。"
AN02032,"最高負荷率に0以上の整数を入力してください。"
AN02033,"標準負荷率に0以上の整数を入力してください。"
